Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Winchmore 2 Ews,42899,H31772,-43.78916,171.79029,164,H,Niwa
Winchmore Ews,4764,H31883,-43.79346,171.79512,160,H,Niwa/Agresearch
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Form_DLY (Extended)
(Note that non standard row charges apply. For details search the help on "fdly").
Station,Day(Local_Date),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tmean(C),Tmax(C),Tmin(C),Tgmin(C),VapPress(hPa),ET05(C),ET10(C),ET20(C),ET50(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2),SoilM(%)
4764,20131228:0000,151,7.3,176,4.9,14.0,18.9,10.5,10.7,14.7,-,18.1,-,-,-,1013.5,-,-,10.84,22.6
4764,20131229:0000,74,8.3,249,8.9,15.9,19.4,13.0,12.1,16.7,-,18.5,-,-,-,1006.9,-,-,12.30,25.0
4764,20131230:0000,294,11.4,223,1.8,16.7,24.4,9.7,5.5,14.4,-,19.5,-,-,-,995.8,-,-,17.62,24.9
4764,20131231:0000,338,11.6,294,0.0,14.1,21.6,4.7,-1.4,7.9,-,18.9,-,-,-,1002.6,-,-,33.03,23.9
4764,20140101:0000,12,15.2,369,0.3,13.5,20.4,7.4,2.8,9.2,-,17.8,-,-,-,1002.3,-,-,18.25,22.8
4764,20140102:0000,343,16.4,490,0.0,15.8,21.2,9.9,7.9,9.4,-,17.3,-,-,-,999.4,-,-,19.38,22.1
4764,20140103:0000,338,23.9,620,0.6,18.9,24.7,12.0,10.0,9.7,-,18.7,-,-,-,987.5,-,-,32.73,21.2
4764,20140104:0000,357,10.7,270,0.0,15.8,24.0,8.2,1.0,8.7,-,18.2,-,-,-,996.3,-,-,21.40,20.2
4764,20140105:0000,305,13.6,279,0.0,16.3,23.6,7.6,1.8,9.5,-,19.1,-,-,-,990.9,-,-,30.56,19.4
4764,20140106:0000,124,10.6,259,0.0,15.2,24.2,6.9,-0.9,10.5,-,19.3,-,-,-,1004.2,-,-,31.51,18.4
4764,20140107:0000,-,14.2,279,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20140108:0000,-,10.3,249,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20140109:0000,-,9.1,227,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20140110:0000,-,8.8,222,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20140111:0000,-,10.2,307,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20140112:0000,-,18.7,417,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20140113:0000,-,11.6,274,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20140114:0000,-,11.4,257,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20140115:0000,-,10.6,309,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20140116:0000,-,18.0,405,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20140117:0000,198,14.3,339,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20140118:0000,50,10.0,240,0.0,10.8,18.9,1.3,-4.8,8.2,-,17.9,-,-,-,1012.4,-,-,24.24,12.5
4764,20140119:0000,350,8.8,243,0.0,19.5,30.7,10.4,9.1,9.5,-,19.3,-,-,-,1002.8,-,-,20.59,12.2
4764,20140120:0000,59,8.8,231,2.0,13.0,17.1,9.0,5.6,11.7,-,18.4,-,-,-,1008.0,-,-,11.00,12.0
4764,20140121:0000,78,9.9,327,1.8,13.1,16.7,10.2,11.1,13.4,-,17.4,-,-,-,1005.3,-,-,10.06,12.6
4764,20140122:0000,285,17.2,375,0.0,16.0,24.7,9.0,4.5,10.5,-,19.0,-,-,-,999.0,-,-,31.25,12.6
4764,20140123:0000,201,14.6,275,0.0,14.4,23.0,6.0,-0.1,7.2,-,18.3,-,-,-,1002.4,-,-,23.19,12.2
4764,20140124:0000,133,11.8,290,0.0,12.3,22.1,3.4,-2.7,10.0,-,18.6,-,-,-,1015.3,-,-,28.55,11.9
4764,20140125:0000,360,17.2,455,0.0,17.4,26.8,9.8,10.4,10.6,-,19.9,-,-,-,1012.4,-,-,27.53,11.6
4764,20140126:0000,13,20.0,358,25.7,15.0,23.5,6.0,4.4,10.1,-,17.6,-,-,-,1006.0,-,-,7.02,13.5
4764,20140127:0000,148,8.3,202,4.1,11.3,17.6,5.9,0.8,9.3,-,17.0,-,-,-,1020.1,-,-,30.67,21.3
4764,20140128:0000,125,7.6,171,0.0,13.1,21.9,2.8,-1.0,10.3,-,18.4,-,-,-,1020.6,-,-,30.96,19.3
4764,20140129:0000,55,10.9,324,0.0,16.8,26.2,6.4,2.5,12.9,-,19.0,-,-,-,1014.3,-,-,27.12,17.9
4764,20140130:0000,232,9.9,185,0.0,14.0,18.2,10.4,10.6,13.1,-,18.5,-,-,-,1016.8,-,-,8.47,17.1
4764,20140131:0000,49,6.9,165,0.0,12.7,17.0,6.7,1.3,12.7,-,17.3,-,-,-,1017.9,-,-,9.19,16.6
4764,20140201:0000,134,7.2,185,0.0,15.5,22.0,11.8,11.3,13.9,-,18.6,-,-,-,1014.7,-,-,19.31,16.2
4764,20140202:0000,117,8.0,173,0.2,15.4,23.0,10.4,9.8,13.4,-,19.8,-,-,-,1019.8,-,-,23.06,15.5
4764,20140203:0000,75,8.2,240,0.0,16.9,27.0,7.3,3.2,12.9,-,20.0,-,-,-,1021.1,-,-,29.70,14.8
4764,20140204:0000,176,7.6,231,0.0,16.5,26.7,10.6,5.8,15.1,-,21.2,-,-,-,1012.7,-,-,26.99,14.0
4764,20140205:0000,201,9.8,194,0.1,12.1,14.7,8.7,9.2,11.9,-,18.9,-,-,-,1017.0,-,-,5.69,13.5
4764,20140206:0000,129,9.6,210,0.0,12.8,20.7,5.5,0.0,10.7,-,18.7,-,-,-,1023.8,-,-,26.67,13.2
4764,20140207:0000,48,12.7,349,0.0,12.9,19.9,6.5,5.5,10.8,-,18.4,-,-,-,1020.6,-,-,23.05,12.7
4764,20140208:0000,174,7.4,173,0.0,13.3,21.2,4.8,-0.4,12.5,-,18.9,-,-,-,1018.1,-,-,25.59,12.4
4764,20140209:0000,154,6.0,163,0.6,12.5,15.8,10.0,9.2,12.3,-,18.7,-,-,-,1022.6,-,-,9.49,12.1
4764,20140210:0000,154,8.7,171,0.0,12.9,20.0,7.3,1.2,11.6,-,19.0,-,-,-,1017.0,-,-,23.66,12.0
4764,20140211:0000,128,7.5,191,0.0,13.8,22.8,8.5,8.4,13.1,-,19.4,-,-,-,1005.3,-,-,20.42,11.7
4764,20140212:0000,131,7.1,131,18.2,13.5,20.6,10.4,8.5,13.5,-,19.1,-,-,-,1001.9,-,-,12.14,12.3
4764,20140213:0000,142,6.6,163,2.4,13.9,22.6,6.1,2.1,12.4,-,17.5,-,-,-,999.1,-,-,13.47,18.6
4764,20140214:0000,142,10.0,248,0.8,15.0,22.0,10.4,9.7,13.9,-,19.1,-,-,-,1002.3,-,-,24.32,17.6
4764,20140215:0000,85,7.1,210,0.3,16.3,25.0,10.0,9.3,13.7,-,19.5,-,-,-,1010.8,-,-,21.59,16.9
4764,20140216:0000,58,7.9,192,0.0,16.4,22.6,12.4,12.2,15.1,-,20.1,-,-,-,1018.5,-,-,18.31,16.2
4764,20140217:0000,16,21.7,581,0.0,18.6,23.6,11.5,10.1,10.1,-,18.2,-,-,-,1011.6,-,-,8.09,15.5
4764,20140218:0000,5,18.0,344,0.0,20.5,31.1,10.9,6.6,13.7,-,19.9,-,-,-,1010.9,-,-,26.26,14.8
4764,20140219:0000,64,5.0,124,1.6,15.4,18.8,10.9,6.8,15.5,-,19.2,-,-,-,1019.1,-,-,8.41,14.2
4764,20140220:0000,115,6.3,136,0.0,18.1,28.2,10.7,8.5,17.1,-,20.4,-,-,-,1017.2,-,-,21.35,14.0
4764,20140221:0000,19,16.0,250,0.1,19.8,29.1,13.0,12.8,15.4,-,20.9,-,-,-,1007.2,-,-,15.31,13.6
4764,20140222:0000,352,15.9,340,0.0,19.3,28.5,8.7,3.7,12.4,-,20.9,-,-,-,995.3,-,-,23.97,13.0
4764,20140223:0000,145,10.0,234,6.5,12.0,19.5,6.2,0.9,9.7,-,18.2,-,-,-,1001.4,-,-,20.41,13.2
4764,20140224:0000,348,13.9,318,0.0,13.9,26.2,3.9,-2.3,8.6,-,17.3,-,-,-,1009.4,-,-,25.97,13.0
4764,20140225:0000,49,8.9,259,0.0,11.8,17.1,9.2,8.3,10.6,-,17.2,-,-,-,1018.6,-,-,8.79,12.6
4764,20140226:0000,52,11.2,338,0.0,14.6,23.3,8.2,7.3,12.5,-,18.1,-,-,-,1020.4,-,-,24.13,12.4
4764,20140227:0000,48,8.9,339,0.1,17.8,28.8,9.3,9.0,11.3,-,19.0,-,-,-,1011.6,-,-,23.75,12.0
4764,20140228:0000,-,68.4,228,15.0,11.2,18.6,3.0,-0.5,10.0,-,16.6,-,-,-,1009.4,-,-,-,14.3
4764,20140301:0000,232,7.8,161,0.0,8.5,16.8,-0.4,-3.8,7.2,-,15.1,-,-,-,1014.3,-,-,-,17.2
4764,20140302:0000,329,14.3,346,0.0,14.6,23.6,7.0,4.6,9.1,-,16.3,-,-,-,1004.6,-,-,-,16.3
4764,20140303:0000,211,15.5,337,9.3,9.6,14.8,4.1,2.8,8.2,-,15.7,-,-,-,1005.5,-,-,-,17.7
4764,20140304:0000,233,16.8,470,13.4,8.4,10.6,5.8,4.1,8.2,-,13.5,-,-,-,1011.1,-,-,-,19.1
4764,20140305:0000,242,12.0,359,16.9,8.5,10.8,5.1,3.9,10.6,-,12.3,-,-,-,1016.7,-,-,-,24.7
4764,20140306:0000,58,6.8,209,0.0,12.7,20.6,6.7,6.4,12.0,-,15.4,-,-,-,1019.0,-,-,-,23.8
4764,20140307:0000,74,5.5,127,0.0,13.3,20.6,9.4,6.7,13.0,-,16.9,-,-,-,1020.0,-,-,-,22.4
4764,20140308:0000,129,8.0,203,0.1,14.0,19.4,9.8,9.4,13.9,-,17.5,-,-,-,1019.3,-,-,-,21.5
4764,20140309:0000,132,6.0,199,0.0,12.2,14.4,9.1,5.8,12.3,-,16.7,-,-,-,1024.0,-,-,-,20.9
4764,20140310:0000,122,4.9,129,0.1,10.9,16.3,4.1,-0.1,12.0,-,15.1,-,-,-,1027.0,-,-,-,20.6
4764,20140311:0000,144,5.0,168,0.0,13.0,17.0,10.0,6.5,13.3,-,16.0,-,-,-,1026.1,-,-,-,20.3
4764,20140312:0000,86,8.9,274,0.1,12.3,19.8,4.6,0.0,12.6,-,15.8,-,-,-,1021.4,-,-,-,20.0
4764,20140313:0000,335,6.9,167,0.0,15.2,24.9,6.5,1.1,11.7,-,16.3,-,-,-,1016.6,-,-,-,19.5
4764,20140314:0000,219,7.4,178,0.0,13.6,20.3,7.1,2.2,12.2,-,17.0,-,-,-,1025.0,-,-,-,19.0
4764,20140315:0000,46,9.0,322,0.4,13.5,19.8,9.2,8.8,13.0,-,16.9,-,-,-,1023.4,-,-,-,18.5
4764,20140316:0000,246,7.1,234,33.5,14.6,17.2,12.2,11.4,16.1,-,16.9,-,-,-,1007.5,-,-,-,23.1
4764,20140317:0000,351,11.9,228,0.7,18.8,27.5,11.7,11.2,15.5,-,18.2,-,-,-,1005.4,-,-,-,25.0
4764,20140318:0000,225,9.1,190,0.3,14.1,17.5,9.2,5.8,14.2,-,17.8,-,-,-,1017.6,-,-,6.69,24.1
4764,20140319:0000,105,4.5,135,0.1,15.7,23.4,10.0,7.3,14.6,-,18.2,-,-,-,1020.1,-,-,18.02,24.0
4764,20140320:0000,148,10.9,208,0.0,12.8,18.0,9.4,6.7,11.6,-,16.8,-,-,-,1023.8,-,-,5.99,23.6
4764,20140321:0000,46,7.4,230,0.0,11.5,18.1,3.9,-0.6,10.8,-,16.1,-,-,-,1030.7,-,-,17.49,23.4
4764,20140322:0000,39,7.5,270,0.0,11.7,18.8,6.1,4.5,10.4,-,15.9,-,-,-,1028.1,-,-,19.27,22.8
4764,20140323:0000,40,11.0,341,0.0,11.3,18.7,5.4,3.4,10.6,-,15.5,-,-,-,1022.5,-,-,19.37,22.3
4764,20140324:0000,15,8.2,185,0.1,14.0,23.5,3.9,0.0,10.6,-,16.4,-,-,-,1015.8,-,-,18.55,21.8
4764,20140325:0000,227,14.6,256,18.1,11.0,17.0,4.6,1.6,11.0,-,15.1,-,-,-,1016.0,-,-,3.70,22.7
4764,20140326:0000,119,6.7,162,0.0,8.3,16.3,0.5,-2.8,8.8,-,13.8,-,-,-,1020.6,-,-,18.04,24.0
4764,20140327:0000,44,6.8,166,0.0,12.5,25.2,2.1,-1.1,11.0,-,14.9,-,-,-,1021.7,-,-,17.65,23.5
4764,20140328:0000,26,8.3,239,0.0,13.3,20.7,6.8,2.3,13.4,-,15.8,-,-,-,1022.9,-,-,16.77,23.1
4764,20140329:0000,253,6.6,163,0.4,14.2,22.2,10.3,6.5,14.6,-,16.7,-,-,-,1022.3,-,-,9.91,22.9
4764,20140330:0000,210,5.9,126,0.2,12.6,17.9,7.0,6.4,13.4,-,16.6,-,-,-,1023.9,-,-,9.85,22.8
4764,20140331:0000,224,6.0,156,0.0,13.5,18.9,9.8,9.4,13.6,-,16.9,-,-,-,1027.0,-,-,13.01,22.6
4764,20140401:0000,44,5.8,159,0.0,13.3,16.8,11.1,12.2,14.1,-,16.6,-,-,-,1024.5,-,-,5.13,22.3
4764,20140402:0000,25,4.4,112,0.0,14.4,22.1,10.0,8.9,13.8,-,17.1,-,-,-,1022.4,-,-,14.11,22.1
4764,20140403:0000,31,6.6,155,0.0,12.6,20.8,5.7,3.3,13.3,-,17.0,-,-,-,1024.2,-,-,15.53,21.8
4764,20140404:0000,25,7.1,206,0.0,13.4,21.4,8.7,9.8,13.8,-,17.5,-,-,-,1021.1,-,-,14.53,21.3
4764,20140405:0000,213,3.9,96,3.4,12.1,14.3,10.6,11.3,13.4,-,16.8,-,-,-,1021.5,-,-,3.07,21.2
4764,20140406:0000,134,6.3,137,3.0,12.3,15.0,10.1,10.4,13.5,-,16.3,-,-,-,1020.0,-,-,5.31,21.3
4764,20140407:0000,227,9.0,162,13.2,11.7,13.8,8.6,8.5,13.3,-,15.9,-,-,-,1020.5,-,-,3.20,23.8
4764,20140408:0000,244,7.8,220,9.8,9.4,11.5,6.9,6.4,11.5,-,14.6,-,-,-,1025.5,-,-,4.50,28.1
4764,20140409:0000,133,4.3,88,1.1,11.2,14.6,8.2,8.4,12.3,-,15.0,-,-,-,1020.8,-,-,5.70,27.5
4764,20140410:0000,90,5.5,135,5.9,11.1,14.1,8.7,8.4,12.5,-,15.2,-,-,-,1023.1,-,-,5.42,28.7
4764,20140411:0000,32,3.0,69,0.0,12.5,16.2,9.2,9.2,13.6,-,15.6,-,-,-,1012.4,-,-,5.93,27.7
4764,20140412:0000,243,9.8,239,13.3,9.8,13.4,5.2,6.3,11.6,-,15.0,-,-,-,1016.9,-,-,4.02,29.5
4764,20140413:0000,41,5.8,172,2.1,6.9,10.4,4.6,3.4,9.0,-,13.7,-,-,-,1029.1,-,-,5.91,29.5
4764,20140414:0000,33,10.2,208,0.3,8.7,12.1,3.6,0.7,10.0,-,12.9,-,-,-,1024.2,-,-,6.00,28.6
4764,20140415:0000,51,7.5,177,2.3,13.4,19.2,7.5,7.9,13.7,-,14.2,-,-,-,1013.5,-,-,6.55,28.1
4764,20140416:0000,192,10.4,247,7.7,10.2,14.0,6.5,5.4,11.9,-,14.5,-,-,-,1016.7,-,-,4.09,29.2
4764,20140417:0000,136,10.2,226,37.5,7.1,9.5,5.2,3.7,9.4,-,12.9,-,-,-,1023.2,-,-,2.63,25.7
4764,20140418:0000,-,23.8,472,55.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1
4764,20140419:0000,-,22.4,341,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20140420:0000,-,12.8,300,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20140421:0000,-,12.0,201,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20140422:0000,-,7.9,114,18.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1
4764,20140423:0000,-,7.3,215,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1
4764,20140424:0000,-,9.8,161,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20140425:0000,-,13.5,302,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20140426:0000,-,7.6,196,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20140427:0000,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20140428:0000,-,-,-,84.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20140429:0000,-,-,-,25.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20140430:0000,158,6.0,136,0.0,5.4,13.4,-0.5,-4.3,7.7,-,10.1,-,-,-,1015.0,-,-,11.10,31.8
4764,20140501:0000,58,8.1,167,0.0,7.2,14.1,1.2,-1.9,8.7,-,10.4,-,-,-,1014.7,-,-,10.62,31.1
4764,20140502:0000,54,8.0,139,0.0,7.6,14.2,0.7,-1.8,9.6,-,10.7,-,-,-,1010.4,-,-,7.70,30.6
4764,20140503:0000,356,6.4,148,0.1,10.0,21.6,1.2,-1.4,10.3,-,11.4,-,-,-,1010.0,-,-,10.29,30.3
4764,20140504:0000,40,9.4,166,0.0,7.7,16.2,-0.5,-3.5,9.3,-,10.7,-,-,-,1014.6,-,-,8.61,30.0
4764,20140505:0000,345,21.9,547,0.1,16.7,20.3,12.7,11.1,11.0,-,12.3,-,-,-,998.4,-,-,7.20,29.6
4764,20140506:0000,326,22.1,486,0.0,14.6,19.9,6.9,0.8,8.7,-,12.3,-,-,-,1000.1,-,-,10.10,29.2
4764,20140507:0000,332,10.7,173,5.4,8.9,17.6,3.5,0.3,9.8,-,11.1,-,-,-,1003.1,-,-,5.92,29.0
4764,20140508:0000,187,7.8,184,3.6,7.5,13.8,2.2,-0.9,9.6,-,10.8,-,-,-,1010.1,-,-,7.46,29.1
4764,20140509:0000,320,5.2,125,0.1,6.5,12.6,2.0,-1.7,8.8,-,10.8,-,-,-,1009.8,-,-,7.92,29.4
4764,20140510:0000,9,4.8,129,0.0,7.0,13.0,1.0,-3.2,8.7,-,10.4,-,-,-,1015.7,-,-,7.42,29.5
4764,20140511:0000,63,5.4,131,0.0,5.6,13.6,-0.8,-4.4,8.3,-,9.4,-,-,-,1018.1,-,-,8.99,29.5
4764,20140512:0000,319,7.9,234,0.1,10.1,18.5,1.9,-1.9,9.0,-,10.0,-,-,-,1016.3,-,-,8.56,29.3
4764,20140513:0000,235,7.2,184,4.7,7.9,10.6,4.1,0.1,10.3,-,10.5,-,-,-,1019.8,-,-,3.23,29.2
4764,20140514:0000,246,5.2,144,22.2,8.1,12.0,5.5,3.0,10.2,-,10.5,-,-,-,1018.5,-,-,4.23,33.9
4764,20140515:0000,215,6.0,117,0.0,7.1,13.7,2.3,-2.5,8.9,-,10.4,-,-,-,1022.3,-,-,5.29,31.9
4764,20140516:0000,360,7.8,247,0.0,8.2,16.6,2.7,0.2,7.9,-,9.5,-,-,-,1021.3,-,-,8.69,31.3
4764,20140517:0000,154,8.5,235,0.0,9.7,15.6,5.3,1.1,8.7,-,9.9,-,-,-,1022.2,-,-,6.09,30.9
4764,20140518:0000,326,11.8,328,0.0,11.5,18.6,3.9,0.7,9.6,-,10.0,-,-,-,1018.8,-,-,4.62,30.5
4764,20140519:0000,317,10.7,291,0.0,11.6,17.2,4.5,-0.8,10.6,-,10.3,-,-,-,1019.6,-,-,5.60,30.3
4764,20140520:0000,332,14.6,405,0.0,16.0,18.7,13.6,12.2,10.2,-,11.6,-,-,-,1011.2,-,-,3.25,30.1
4764,20140521:0000,336,11.0,187,0.7,9.8,18.5,3.6,-1.1,9.8,-,11.0,-,-,-,1007.1,-,-,3.90,29.8
4764,20140522:0000,-,15.0,380,0.0,8.3,15.2,0.9,-2.3,6.9,-,9.3,-,-,-,1007.0,-,-,5.80,29.7
4764,20140523:0000,299,16.5,334,0.0,13.3,19.4,5.4,1.0,10.1,-,10.3,-,-,-,994.1,-,-,5.39,29.4
4764,20140524:0000,344,15.0,370,0.4,10.7,17.9,2.1,-2.0,8.3,-,10.0,-,-,-,988.8,-,-,7.60,29.3
4764,20140525:0000,356,21.8,389,5.3,5.8,12.9,0.5,-4.2,6.9,-,8.5,-,-,-,990.2,-,-,5.67,29.1
4764,20140526:0000,229,15.2,274,0.0,2.6,8.5,-2.8,-7.7,4.9,-,7.3,-,-,-,1012.5,-,-,6.80,29.1
4764,20140527:0000,42,8.4,221,0.0,2.3,9.8,-4.7,-9.1,5.2,-,5.9,-,-,-,1022.6,-,-,7.29,29.3
4764,20140528:0000,354,23.6,521,0.0,11.4,16.4,0.7,-3.8,6.2,-,6.7,-,-,-,1010.7,-,-,3.56,29.2
4764,20140529:0000,20,17.6,315,1.3,10.3,20.7,1.4,-2.3,8.8,-,8.9,-,-,-,1007.6,-,-,4.79,29.2
4764,20140530:0000,317,6.0,174,0.0,3.0,11.7,-2.6,-6.1,5.6,-,7.2,-,-,-,1020.3,-,-,7.31,29.1
4764,20140531:0000,323,5.3,183,0.0,4.3,12.9,-1.6,-4.8,6.7,-,6.5,-,-,-,1021.4,-,-,7.20,29.0
4764,20140601:0000,324,5.0,188,0.3,3.7,14.5,-1.6,-7.6,6.2,-,6.1,-,-,-,1026.6,-,-,7.29,29.0
4764,20140602:0000,308,4.8,143,0.0,3.4,13.2,-2.1,-6.8,6.3,-,5.6,-,-,-,1029.3,-,-,6.44,29.0
4764,20140603:0000,316,3.6,152,0.0,2.7,13.2,-3.2,-6.9,5.9,-,5.6,-,-,-,1032.8,-,-,6.87,28.9
4764,20140604:0000,48,6.8,187,0.1,1.9,11.2,-4.7,-8.1,6.0,-,5.0,-,-,-,1030.3,-,-,7.08,28.9
4764,20140605:0000,329,8.4,188,0.0,9.0,20.3,-2.4,-4.5,8.6,-,6.1,-,-,-,1021.9,-,-,4.17,28.8
4764,20140606:0000,214,5.1,126,1.9,8.3,10.6,5.4,5.4,10.8,-,8.3,-,-,-,1024.5,-,-,1.78,28.8
4764,20140607:0000,223,4.7,93,0.0,7.1,9.1,4.7,5.8,9.9,-,8.8,-,-,-,1021.0,-,-,2.52,28.8
4764,20140608:0000,219,3.1,93,2.5,6.6,9.3,3.7,3.9,9.6,-,8.9,-,-,-,1028.9,-,-,2.35,28.8
4764,20140609:0000,123,7.5,243,23.2,7.3,8.5,5.8,4.9,10.1,-,8.9,-,-,-,1030.0,-,-,1.39,32.1
4764,20140610:0000,116,9.4,232,25.9,6.9,8.9,4.5,3.4,9.7,-,8.8,-,-,-,1029.3,-,-,1.35,36.5
4764,20140611:0000,142,4.4,98,1.9,5.5,7.6,3.6,1.7,8.7,-,8.5,-,-,-,1027.7,-,-,2.24,33.5
4764,20140612:0000,59,6.1,145,1.4,6.3,10.9,2.9,0.2,9.1,-,8.4,-,-,-,1025.3,-,-,5.01,32.7
4764,20140613:0000,38,4.1,108,0.0,3.9,11.8,-2.2,-5.6,7.3,-,7.5,-,-,-,1024.9,-,-,5.73,32.3
4764,20140614:0000,46,3.5,122,0.3,3.7,13.5,-2.6,-6.3,7.1,-,6.4,-,-,-,1022.2,-,-,6.01,31.9
4764,20140615:0000,301,6.0,145,0.0,8.7,16.3,3.8,-1.0,8.8,-,7.1,-,-,-,1020.7,-,-,5.23,31.7
4764,20140616:0000,43,8.8,223,1.0,7.2,13.0,2.0,0.4,9.0,-,7.6,-,-,-,1009.2,-,-,2.08,31.5
4764,20140617:0000,356,6.8,145,0.0,9.5,14.2,5.1,2.9,9.7,-,8.0,-,-,-,997.0,-,-,4.00,31.4
4764,20140618:0000,35,4.9,173,7.8,8.5,13.5,4.5,-1.4,9.2,-,8.6,-,-,-,1000.1,-,-,6.22,33.3
4764,20140619:0000,9,6.6,157,0.0,5.3,12.4,-0.9,-4.3,7.2,-,7.5,-,-,-,1000.2,-,-,6.30,33.2
4764,20140620:0000,46,8.2,218,0.1,3.4,10.6,-2.7,-7.6,6.2,-,5.9,-,-,-,1010.6,-,-,6.62,32.5
4764,20140621:0000,14,14.0,264,0.0,9.7,17.8,0.7,-2.5,8.0,-,6.7,-,-,-,1006.2,-,-,4.92,32.1
4764,20140622:0000,201,4.7,109,0.0,4.4,10.8,-2.4,-6.5,6.8,-,6.5,-,-,-,1025.0,-,-,5.97,31.9
4764,20140623:0000,38,4.8,141,0.0,2.6,9.9,-3.7,-7.6,6.7,-,5.3,-,-,-,1027.4,-,-,6.74,31.6
4764,20140624:0000,48,12.2,292,0.0,6.7,16.6,-3.7,-6.3,7.8,-,5.4,-,-,-,1014.9,-,-,3.64,31.5
4764,20140625:0000,329,20.2,456,5.9,13.1,18.0,5.4,0.9,9.9,-,8.0,-,-,-,1000.3,-,-,2.90,31.4
4764,20140626:0000,11,10.7,228,0.0,10.6,17.6,3.0,-1.0,8.0,-,7.6,-,-,-,1001.2,-,-,6.53,31.9
4764,20140627:0000,316,6.0,119,0.0,7.1,14.9,0.9,-3.0,7.8,-,7.0,-,-,-,999.9,-,-,3.97,32.0
4764,20140628:0000,326,4.6,153,0.0,5.7,15.6,0.0,-4.8,7.0,-,6.4,-,-,-,1009.8,-,-,6.43,31.9
4764,20140629:0000,-,15.6,278,0.0,6.1,13.4,-2.1,-6.4,6.8,-,5.7,-,-,-,1010.6,-,-,6.49,31.7
4764,20140630:0000,27,16.9,401,0.0,11.4,16.1,6.2,2.3,8.3,-,7.2,-,-,-,996.1,-,-,6.69,31.5
4764,20140701:0000,5,9.0,201,0.3,7.2,12.8,2.2,-3.1,7.8,-,6.9,-,-,-,991.6,-,-,6.47,31.4
4764,20140702:0000,222,10.6,223,3.1,3.5,7.6,-2.5,-7.5,6.3,-,6.5,-,-,-,992.5,-,-,5.53,31.2
4764,20140703:0000,308,4.3,114,0.0,0.7,9.2,-4.6,-9.5,4.4,-,4.7,-,-,-,996.9,-,-,6.52,31.2
4764,20140704:0000,320,12.2,238,0.0,4.8,12.7,-3.3,-7.3,5.4,-,4.1,-,-,-,998.7,-,-,6.40,31.2
4764,20140705:0000,179,11.0,216,0.0,6.6,14.3,-0.5,-6.0,6.2,-,5.0,-,-,-,1000.7,-,-,6.62,31.1
4764,20140706:0000,205,5.3,121,1.5,4.3,11.7,-2.4,-6.8,6.5,-,4.8,-,-,-,1019.2,-,-,5.56,31.1
4764,20140707:0000,29,4.6,154,0.4,3.3,11.0,-2.8,-6.8,6.8,-,5.3,-,-,-,1029.2,-,-,6.85,31.0
4764,20140708:0000,54,8.5,162,0.1,1.7,8.0,-4.6,-8.9,6.5,-,4.2,-,-,-,1029.1,-,-,4.74,31.0
4764,20140709:0000,63,9.1,172,0.0,4.5,9.3,-0.8,-4.0,7.7,-,5.4,-,-,-,1024.5,-,-,5.05,31.0
4764,20140710:0000,45,8.7,250,0.1,6.4,9.9,1.6,-0.9,8.5,-,6.1,-,-,-,1018.7,-,-,2.39,31.1
4764,20140711:0000,68,11.8,400,0.0,10.5,15.6,5.6,4.0,9.7,-,7.2,-,-,-,1011.0,-,-,5.77,30.9
