Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Winchmore 2 Ews,42899,H31772,-43.78916,171.79029,164,H,Niwa
Winchmore Ews,4764,H31883,-43.79346,171.79512,160,H,Niwa/Agresearch
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Form_DLY (Extended)
(Note that non standard row charges apply. For details search the help on "fdly").
Station,Day(Local_Date),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tmean(C),Tmax(C),Tmin(C),Tgmin(C),VapPress(hPa),ET05(C),ET10(C),ET20(C),ET50(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2),SoilM(%)
4764,20130611:0000,327,4.6,114,0.4,5.0,10.4,0.5,-2.6,8.3,-,8.5,-,-,-,1019.7,-,-,4.17,28.3
4764,20130612:0000,44,7.4,201,0.0,6.1,14.1,0.7,-2.0,7.8,-,7.3,-,-,-,1016.4,-,-,6.20,28.1
4764,20130613:0000,214,5.3,122,0.2,5.0,10.9,-1.0,-3.1,8.1,-,7.3,-,-,-,1015.5,-,-,5.30,28.0
4764,20130614:0000,34,7.8,170,0.4,6.9,11.6,3.5,1.3,9.0,-,8.2,-,-,-,1019.8,-,-,5.71,27.9
4764,20130615:0000,2,4.2,102,2.7,3.9,6.5,-0.6,-2.3,8.0,-,7.4,-,-,-,1017.7,-,-,1.62,27.8
4764,20130616:0000,318,4.9,127,31.7,5.7,7.7,4.2,4.6,9.0,-,7.7,-,-,-,1010.9,-,-,0.75,33.6
4764,20130617:0000,122,8.8,238,46.5,8.0,10.0,6.0,6.9,10.6,-,8.6,-,-,-,1000.7,-,-,1.30,36.6
4764,20130618:0000,256,8.9,173,0.2,5.9,11.3,1.0,-2.0,8.6,-,8.1,-,-,-,996.9,-,-,6.15,32.1
4764,20130619:0000,255,9.0,203,15.6,3.7,7.3,-0.7,-2.2,7.8,-,7.0,-,-,-,991.2,-,-,1.58,32.0
4764,20130620:0000,192,15.4,370,37.4,1.4,4.6,-1.3,-1.1,6.4,-,4.4,-,-,-,993.7,-,-,0.95,37.3
4764,20130621:0000,230,13.0,436,21.7,0.7,2.3,-1.3,-0.9,6.0,-,3.5,-,-,-,1008.1,-,-,2.13,33.4
4764,20130622:0000,218,11.5,339,15.7,1.3,3.0,-1.8,-5.5,6.4,-,3.4,-,-,-,1016.7,-,-,1.40,36.3
4764,20130623:0000,333,6.8,246,0.0,1.4,7.1,-3.1,-6.3,5.5,-,3.4,-,-,-,1016.4,-,-,5.47,32.5
4764,20130624:0000,303,5.8,198,0.0,3.5,13.2,-2.5,-6.2,5.9,-,3.8,-,-,-,1017.4,-,-,6.57,31.5
4764,20130625:0000,334,7.3,258,0.0,2.7,11.4,-2.4,-6.8,5.1,-,3.6,-,-,-,1020.7,-,-,6.57,30.8
4764,20130626:0000,327,7.0,185,0.0,3.5,11.3,-2.1,-5.1,5.9,-,3.8,-,-,-,1022.8,-,-,5.25,30.4
4764,20130627:0000,320,4.9,162,2.2,3.1,10.8,-2.2,-5.5,6.0,-,4.1,-,-,-,1023.8,-,-,5.45,30.2
4764,20130628:0000,208,4.0,98,1.0,3.0,10.0,-1.4,-6.1,6.1,-,4.7,-,-,-,1024.1,-,-,5.35,30.3
4764,20130629:0000,323,5.6,151,0.0,1.0,8.2,-4.1,-7.4,5.5,-,3.7,-,-,-,1021.4,-,-,6.51,30.3
4764,20130630:0000,324,7.8,275,0.0,7.3,14.6,-0.4,-5.1,6.2,-,4.1,-,-,-,1016.8,-,-,6.45,30.2
4764,20130701:0000,347,11.2,288,0.0,9.7,16.0,2.3,-2.5,6.7,-,4.9,-,-,-,1014.5,-,-,6.10,30.0
4764,20130702:0000,339,14.0,305,0.0,13.6,20.4,8.1,1.6,7.7,-,6.6,-,-,-,1011.4,-,-,5.94,29.8
4764,20130703:0000,216,14.6,222,0.0,9.0,20.8,2.6,-2.1,7.8,-,6.4,-,-,-,1008.5,-,-,5.86,29.5
4764,20130704:0000,36,7.6,254,0.0,5.8,12.0,-1.3,-6.1,7.6,-,6.0,-,-,-,1015.2,-,-,6.26,29.3
4764,20130705:0000,316,24.2,485,0.0,13.2,18.8,2.5,-0.1,6.9,-,6.7,-,-,-,1003.5,-,-,6.79,29.2
4764,20130706:0000,359,22.6,544,3.9,10.5,15.3,5.1,0.6,7.9,-,7.5,-,-,-,998.5,-,-,6.89,29.0
4764,20130707:0000,352,13.9,373,0.1,8.5,12.2,1.9,-4.0,6.6,-,6.9,-,-,-,1001.4,-,-,6.89,29.0
4764,20130708:0000,131,6.2,153,0.0,2.6,10.6,-3.4,-7.6,5.7,-,5.0,-,-,-,1013.9,-,-,6.78,29.0
4764,20130709:0000,240,6.0,150,5.1,2.5,9.4,-2.7,-6.8,6.1,-,4.3,-,-,-,1015.4,-,-,3.71,28.9
4764,20130710:0000,224,8.8,160,1.2,2.3,9.0,-2.2,-6.1,5.9,-,4.5,-,-,-,1030.7,-,-,5.56,29.4
4764,20130711:0000,56,6.1,206,0.0,1.5,8.5,-3.9,-8.1,5.2,-,3.7,-,-,-,1034.7,-,-,7.18,29.9
4764,20130712:0000,40,5.6,160,0.0,0.1,8.3,-5.6,-9.9,4.8,-,2.8,-,-,-,1030.5,-,-,7.12,29.8
4764,20130713:0000,30,4.8,147,0.0,3.5,11.6,-2.9,-4.5,6.3,-,3.8,-,-,-,1016.8,-,-,6.89,29.8
4764,20130714:0000,216,16.5,344,11.5,2.0,5.7,-3.2,-7.7,6.1,-,3.7,-,-,-,1015.3,-,-,3.56,32.1
4764,20130715:0000,251,11.8,260,0.3,4.6,9.6,-1.1,-4.6,6.7,-,4.6,-,-,-,1022.6,-,-,4.30,32.5
4764,20130716:0000,37,6.6,213,0.0,3.0,8.4,-1.4,-4.0,6.5,-,4.0,-,-,-,1025.5,-,-,4.51,31.4
4764,20130717:0000,327,8.0,267,0.0,10.1,17.9,0.0,-2.5,7.1,-,5.3,-,-,-,1023.5,-,-,7.07,30.8
4764,20130718:0000,317,5.8,152,0.2,11.1,16.0,6.1,3.3,9.3,-,6.6,-,-,-,1022.3,-,-,4.06,30.4
4764,20130719:0000,217,4.6,104,0.0,7.4,10.5,2.8,-1.7,9.6,-,6.9,-,-,-,1025.8,-,-,1.95,30.2
4764,20130720:0000,51,7.6,247,0.0,6.7,10.6,2.6,-1.7,9.0,-,7.5,-,-,-,1022.1,-,-,6.31,30.0
4764,20130721:0000,331,6.8,202,0.0,10.1,19.3,2.6,-1.0,7.7,-,7.0,-,-,-,1019.0,-,-,7.58,29.7
4764,20130722:0000,352,12.9,280,0.0,11.7,19.1,5.0,0.5,8.7,-,7.3,-,-,-,1015.6,-,-,5.23,29.5
4764,20130723:0000,336,6.4,138,6.6,9.2,13.9,6.1,0.9,9.6,-,7.7,-,-,-,1012.8,-,-,4.34,23.2
4764,20130724:0000,-,6.8,195,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20130725:0000,-,12.0,211,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20130726:0000,-,13.6,222,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20130727:0000,-,8.4,235,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20130728:0000,-,12.4,181,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20130729:0000,-,14.0,228,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20130730:0000,-,10.0,161,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20130731:0000,-,6.3,142,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20130801:0000,-,7.6,123,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20130802:0000,-,5.2,84,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20130803:0000,-,11.2,267,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20130804:0000,-,19.8,293,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20130805:0000,359,9.9,164,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.8
4764,20130806:0000,310,6.0,149,0.0,8.4,15.6,0.2,-4.0,8.0,-,8.1,-,-,-,1008.6,-,-,6.28,28.9
4764,20130807:0000,318,14.2,303,0.1,7.8,16.9,-2.1,-6.1,7.6,-,6.9,-,-,-,1006.7,-,-,7.97,28.8
4764,20130808:0000,1,4.6,121,0.0,5.8,13.0,0.9,-3.9,7.6,-,6.6,-,-,-,1011.3,-,-,3.93,28.7
4764,20130809:0000,232,5.9,127,0.0,5.7,10.7,-0.5,-2.6,8.1,-,6.7,-,-,-,1016.6,-,-,5.21,28.7
4764,20130810:0000,37,7.2,229,0.1,4.6,7.5,-0.9,-4.2,8.4,-,6.6,-,-,-,1008.9,-,-,2.89,28.6
4764,20130811:0000,76,8.3,206,0.0,6.6,11.5,-1.2,-1.1,9.3,-,7.5,-,-,-,994.7,-,-,4.22,28.5
4764,20130812:0000,218,8.0,161,5.2,7.3,9.3,5.7,5.4,10.0,-,8.3,-,-,-,1000.0,-,-,2.75,28.5
4764,20130813:0000,22,10.5,289,0.0,6.4,11.3,-0.2,-5.0,8.5,-,7.5,-,-,-,994.0,-,-,7.79,28.7
4764,20130814:0000,234,9.2,197,0.0,9.0,16.0,2.4,-2.1,5.9,-,7.8,-,-,-,996.8,-,-,10.26,28.9
4764,20130815:0000,356,10.9,352,0.0,12.1,17.8,8.3,5.6,7.9,-,8.6,-,-,-,1004.4,-,-,8.77,28.8
4764,20130816:0000,352,11.9,350,0.0,11.6,18.6,7.3,6.2,9.2,-,9.6,-,-,-,1007.7,-,-,9.75,28.7
4764,20130817:0000,101,7.4,225,7.6,8.2,10.4,6.1,7.1,10.6,-,9.5,-,-,-,1014.0,-,-,2.24,28.6
4764,20130818:0000,-,10.3,288,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.4
4764,20130819:0000,-,11.8,408,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1
4764,20130820:0000,-,12.6,407,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1
4764,20130821:0000,-,14.0,338,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20130822:0000,-,14.1,345,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20130823:0000,-,7.3,189,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20130824:0000,-,15.0,271,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20130825:0000,-,9.8,119,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20130826:0000,-,7.9,179,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20130827:0000,-,7.5,239,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
4764,20130828:0000,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20130829:0000,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20130830:0000,-,-,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20130831:0000,59,8.6,293,0.0,5.2,12.8,-3.1,-7.9,7.2,-,7.8,-,-,-,1029.6,-,-,14.16,31.0
4764,20130901:0000,40,7.4,256,0.0,6.1,13.9,-0.6,-5.3,7.6,-,8.2,-,-,-,1033.1,-,-,14.40,30.7
4764,20130902:0000,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20130903:0000,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20130904:0000,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20130905:0000,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20130906:0000,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20130907:0000,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20130908:0000,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20130909:0000,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20130910:0000,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20130911:0000,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20130912:0000,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20130913:0000,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20130914:0000,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20130915:0000,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20130916:0000,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20130917:0000,135,7.6,175,0.0,5.5,12.1,-1.5,-6.3,6.4,-,9.6,-,-,-,1022.6,-,-,17.57,27.4
4764,20130918:0000,36,7.0,204,0.0,7.2,18.8,-2.1,-8.9,7.1,-,9.7,-,-,-,1021.7,-,-,18.12,27.1
4764,20130919:0000,126,4.7,102,0.0,6.8,13.4,0.6,-2.3,8.7,-,9.6,-,-,-,1014.7,-,-,8.74,26.7
4764,20130920:0000,41,6.5,123,0.0,8.6,17.3,2.9,0.4,9.7,-,10.2,-,-,-,1004.9,-,-,10.20,26.6
4764,20130921:0000,344,8.6,180,0.9,9.8,16.3,3.1,0.9,10.2,-,10.3,-,-,-,1003.9,-,-,5.47,26.4
4764,20130922:0000,244,6.4,148,8.0,7.7,10.0,5.1,1.5,10.4,-,10.1,-,-,-,1004.6,-,-,3.31,27.2
4764,20130923:0000,139,6.5,174,1.6,9.4,14.6,5.9,4.7,10.8,-,10.8,-,-,-,1012.4,-,-,8.51,28.1
4764,20130924:0000,97,7.0,201,1.0,8.6,11.1,5.8,6.5,10.4,-,11.0,-,-,-,1022.0,-,-,4.08,28.1
4764,20130925:0000,218,5.1,149,3.0,6.9,9.6,5.0,4.0,9.2,-,10.6,-,-,-,1011.9,-,-,5.65,28.1
4764,20130926:0000,169,11.7,146,0.0,10.0,19.0,2.4,-1.7,9.8,-,12.1,-,-,-,1003.9,-,-,20.20,28.2
4764,20130927:0000,16,13.6,313,1.6,9.9,18.8,1.6,-3.2,9.7,-,11.8,-,-,-,1000.3,-,-,18.69,28.1
4764,20130928:0000,355,10.9,219,7.7,9.9,17.1,5.0,2.8,9.5,-,11.9,-,-,-,992.1,-,-,10.25,27.9
4764,20130929:0000,147,5.8,147,0.4,7.3,10.6,4.4,3.7,9.1,-,11.5,-,-,-,1002.0,-,-,7.11,28.9
4764,20130930:0000,29,6.6,148,0.1,9.4,15.7,5.8,5.2,9.9,-,12.3,-,-,-,1007.9,-,-,14.99,29.3
4764,20131001:0000,339,8.3,268,0.1,13.1,24.1,2.8,1.2,9.4,-,12.9,-,-,-,1011.0,-,-,19.55,29.1
4764,20131002:0000,339,16.6,298,0.6,13.9,19.6,7.8,4.5,8.6,-,12.5,-,-,-,1008.5,-,-,7.46,28.7
4764,20131003:0000,312,9.0,146,0.3,12.3,20.7,6.2,4.3,11.5,-,13.2,-,-,-,1010.7,-,-,16.13,28.5
4764,20131004:0000,137,7.6,171,0.0,11.0,17.2,5.7,2.6,10.6,-,13.4,-,-,-,1012.0,-,-,13.95,28.2
4764,20131005:0000,44,5.1,129,0.0,11.3,16.5,6.9,5.0,11.8,-,13.4,-,-,-,1010.7,-,-,10.37,28.1
4764,20131006:0000,312,9.2,255,0.0,15.1,23.2,6.1,2.8,10.1,-,14.0,-,-,-,1000.8,-,-,15.09,27.8
4764,20131007:0000,346,14.6,393,3.6,9.8,15.2,3.8,3.7,8.6,-,12.6,-,-,-,1000.0,-,-,5.01,27.5
4764,20131008:0000,41,5.2,116,28.1,4.1,6.0,0.8,1.9,7.6,-,10.7,-,-,-,1004.0,-,-,4.05,31.8
4764,20131009:0000,220,9.6,203,22.3,4.4,9.9,-1.1,-5.7,7.4,-,9.8,-,-,-,1005.8,-,-,11.30,35.7
4764,20131010:0000,347,14.0,297,0.1,6.2,13.3,-2.7,-6.2,7.0,-,9.1,-,-,-,996.0,-,-,11.03,32.5
4764,20131011:0000,67,8.4,198,0.0,7.8,14.0,1.0,-2.3,8.7,-,10.3,-,-,-,990.6,-,-,14.60,31.7
4764,20131012:0000,225,13.3,174,20.2,7.8,16.4,2.8,-1.1,8.5,-,11.0,-,-,-,994.1,-,-,18.48,32.7
4764,20131013:0000,352,15.5,360,1.5,11.6,22.9,0.5,-2.3,8.7,-,10.7,-,-,-,1001.1,-,-,20.36,33.6
4764,20131014:0000,307,23.8,506,2.3,13.3,18.2,4.5,3.7,10.4,-,11.9,-,-,-,986.3,-,-,7.07,32.2
4764,20131015:0000,141,11.0,237,2.3,7.8,16.7,0.3,-4.6,6.6,-,11.7,-,-,-,996.7,-,-,19.67,31.7
4764,20131016:0000,347,11.3,324,0.0,8.3,16.6,-1.7,-5.5,7.5,-,11.7,-,-,-,1005.3,-,-,24.61,31.3
4764,20131017:0000,351,13.0,460,0.0,14.7,18.8,9.6,7.8,8.5,-,12.3,-,-,-,1010.3,-,-,11.05,30.9
4764,20131018:0000,354,19.0,545,0.0,15.8,23.9,6.8,-0.3,9.1,-,13.4,-,-,-,1008.9,-,-,19.63,30.3
4764,20131019:0000,360,10.6,303,0.0,12.7,22.3,4.0,2.4,8.4,-,13.7,-,-,-,1020.2,-,-,24.04,29.6
4764,20131020:0000,344,8.3,243,0.0,15.7,24.4,8.3,5.4,8.4,-,14.6,-,-,-,1018.2,-,-,21.48,28.9
4764,20131021:0000,280,17.7,412,0.0,14.9,22.3,8.1,4.6,8.1,-,14.1,-,-,-,1008.9,-,-,18.04,28.3
4764,20131022:0000,167,8.8,193,0.8,10.5,16.9,6.0,4.8,10.1,-,13.3,-,-,-,1008.3,-,-,5.58,27.9
4764,20131023:0000,27,10.6,304,0.2,9.8,15.7,5.7,5.0,10.0,-,13.2,-,-,-,1014.9,-,-,18.19,27.8
4764,20131024:0000,341,19.9,453,0.0,16.3,27.0,7.9,4.6,10.6,-,14.4,-,-,-,996.9,-,-,25.29,27.2
4764,20131025:0000,16,16.6,482,1.0,14.9,20.3,7.2,4.8,8.2,-,14.9,-,-,-,994.7,-,-,23.08,26.4
4764,20131026:0000,326,23.0,637,0.0,11.9,17.8,7.1,3.3,8.2,-,13.9,-,-,-,1000.1,-,-,27.44,25.7
4764,20131027:0000,317,14.6,396,0.0,9.4,15.0,3.2,0.7,6.3,-,13.8,-,-,-,1001.5,-,-,26.52,24.9
4764,20131028:0000,58,9.9,277,0.0,8.0,14.3,1.5,-1.1,7.0,-,13.6,-,-,-,1012.5,-,-,26.39,24.0
4764,20131029:0000,60,9.3,283,0.0,10.0,18.8,-0.5,-4.7,7.7,-,14.0,-,-,-,1012.9,-,-,28.10,23.2
4764,20131030:0000,47,7.8,220,0.7,11.4,18.1,3.4,-0.9,8.9,-,14.5,-,-,-,1009.3,-,-,20.27,22.4
4764,20131031:0000,179,7.0,195,0.0,12.3,19.2,6.7,4.1,11.0,-,15.9,-,-,-,1000.1,-,-,25.24,21.8
4764,20131101:0000,142,13.1,220,17.1,7.5,14.6,3.1,1.3,8.6,-,14.2,-,-,-,1006.0,-,-,18.99,23.9
4764,20131102:0000,50,8.2,208,0.0,9.9,18.9,0.6,-2.6,8.8,-,14.1,-,-,-,1008.9,-,-,28.93,25.6
4764,20131103:0000,52,10.6,319,0.0,11.4,16.6,7.4,3.8,10.7,-,15.3,-,-,-,1013.8,-,-,23.80,24.8
4764,20131104:0000,352,13.4,358,0.0,14.5,22.8,3.3,0.1,8.9,-,15.7,-,-,-,1008.8,-,-,27.62,23.9
4764,20131105:0000,347,10.2,319,0.0,14.9,21.6,9.7,7.3,10.2,-,15.9,-,-,-,1012.8,-,-,21.03,23.0
4764,20131106:0000,213,7.5,220,0.1,10.6,15.1,6.1,3.2,11.0,-,15.4,-,-,-,1020.5,-,-,12.47,22.4
4764,20131107:0000,54,10.9,283,0.0,12.5,21.4,4.8,0.2,11.5,-,15.9,-,-,-,1015.1,-,-,29.74,21.9
4764,20131108:0000,66,9.0,237,0.4,11.0,14.2,8.1,6.3,12.2,-,15.5,-,-,-,1012.0,-,-,8.12,21.4
4764,20131109:0000,38,9.2,216,2.4,10.8,15.1,7.2,6.6,11.7,-,15.3,-,-,-,1014.4,-,-,12.24,21.4
4764,20131110:0000,351,9.9,278,0.0,15.5,27.0,7.1,5.1,11.6,-,16.1,-,-,-,1008.0,-,-,20.97,21.2
4764,20131111:0000,194,7.4,168,0.7,9.8,12.7,6.6,6.5,9.7,-,15.5,-,-,-,1024.0,-,-,8.10,20.9
4764,20131112:0000,128,6.8,156,3.4,10.1,15.2,7.2,6.9,10.3,-,14.9,-,-,-,1033.5,-,-,14.62,21.0
4764,20131113:0000,49,7.9,294,0.0,10.8,18.5,4.1,1.3,9.9,-,15.5,-,-,-,1030.1,-,-,30.88,20.9
4764,20131114:0000,68,8.4,338,0.0,11.3,19.1,4.9,3.7,10.1,-,16.0,-,-,-,1023.9,-,-,31.01,20.2
4764,20131115:0000,29,10.0,355,0.0,12.4,19.9,6.4,5.4,11.9,-,16.5,-,-,-,1014.6,-,-,25.54,19.6
4764,20131116:0000,347,11.6,289,0.0,17.3,26.5,10.2,8.0,11.0,-,17.7,-,-,-,1009.7,-,-,28.17,18.8
4764,20131117:0000,115,7.8,221,0.0,13.1,18.1,9.4,6.8,12.3,-,17.2,-,-,-,1017.6,-,-,14.64,18.1
4764,20131118:0000,134,8.4,207,0.0,14.3,20.6,9.4,4.4,13.3,-,18.0,-,-,-,1020.5,-,-,24.97,17.6
4764,20131119:0000,39,11.7,301,0.0,13.5,20.2,6.0,1.7,12.8,-,17.7,-,-,-,1022.6,-,-,26.42,17.0
4764,20131120:0000,54,11.5,380,0.0,17.1,25.5,10.0,9.8,12.9,-,18.5,-,-,-,1014.4,-,-,27.56,16.3
4764,20131121:0000,177,9.9,270,1.5,14.3,22.4,9.2,3.9,12.2,-,17.6,-,-,-,1013.1,-,-,15.86,15.7
4764,20131122:0000,58,8.4,244,2.4,11.4,15.8,8.4,9.6,12.4,-,16.4,-,-,-,1020.8,-,-,11.85,16.1
4764,20131123:0000,55,6.9,215,0.2,15.2,22.1,10.4,7.9,13.7,-,18.3,-,-,-,1018.2,-,-,29.26,16.0
4764,20131124:0000,158,6.3,183,0.0,16.0,22.9,9.7,9.5,13.7,-,19.9,-,-,-,1006.4,-,-,28.06,15.6
4764,20131125:0000,210,8.9,197,9.5,11.1,17.6,7.1,6.5,11.1,-,17.2,-,-,-,1005.3,-,-,4.90,15.7
4764,20131126:0000,116,5.6,174,4.9,8.9,11.6,6.4,5.5,10.0,-,15.2,-,-,-,1012.4,-,-,7.80,19.2
4764,20131127:0000,69,9.4,221,5.8,10.2,13.8,6.9,7.4,11.2,-,15.0,-,-,-,1016.9,-,-,9.83,22.0
4764,20131128:0000,69,7.1,221,0.9,12.4,16.9,7.4,2.9,12.5,-,15.8,-,-,-,1006.7,-,-,13.37,21.3
4764,20131129:0000,360,18.2,384,0.0,15.6,24.4,5.2,1.1,10.7,-,16.2,-,-,-,992.8,-,-,24.01,20.6
4764,20131130:0000,340,14.6,341,2.0,13.4,20.7,4.9,0.6,9.5,-,17.4,-,-,-,994.3,-,-,29.74,19.8
4764,20131201:0000,138,12.3,273,0.0,10.4,20.0,1.6,-1.9,8.5,-,16.6,-,-,-,1011.0,-,-,24.75,19.0
4764,20131202:0000,131,9.0,229,0.0,12.8,22.0,4.0,-0.9,11.3,-,17.5,-,-,-,1021.1,-,-,30.53,18.4
4764,20131203:0000,102,7.8,231,0.0,15.5,24.6,6.6,2.2,13.5,-,19.1,-,-,-,1018.7,-,-,32.43,17.6
4764,20131204:0000,78,7.6,199,0.0,15.3,22.7,10.1,10.3,14.3,-,20.1,-,-,-,1013.8,-,-,29.88,16.7
4764,20131205:0000,119,6.9,175,0.3,15.6,22.5,11.5,12.2,15.5,-,19.8,-,-,-,1007.9,-,-,20.87,16.0
4764,20131206:0000,340,15.4,406,0.1,20.5,29.7,9.2,6.0,12.8,-,20.3,-,-,-,999.5,-,-,28.13,15.2
4764,20131207:0000,5,18.1,544,0.0,18.3,23.8,12.2,11.6,9.1,-,19.8,-,-,-,995.1,-,-,28.97,14.4
4764,20131208:0000,39,7.6,217,6.6,13.6,20.4,9.5,9.0,12.3,-,18.6,-,-,-,999.5,-,-,15.12,14.2
4764,20131209:0000,158,7.9,175,0.1,13.9,21.0,9.3,8.0,12.2,-,19.0,-,-,-,1009.0,-,-,25.68,14.7
4764,20131210:0000,97,8.0,220,0.4,14.4,19.7,10.8,9.8,13.9,-,18.7,-,-,-,1011.7,-,-,14.80,14.4
4764,20131211:0000,124,10.4,237,0.2,17.0,25.1,11.5,10.8,13.1,-,19.5,-,-,-,1008.3,-,-,27.91,14.1
4764,20131212:0000,358,16.0,377,0.0,17.3,26.7,8.5,4.4,12.5,-,19.4,-,-,-,1005.1,-,-,23.31,13.5
4764,20131213:0000,134,8.1,201,0.2,15.3,22.9,10.0,7.4,13.4,-,20.0,-,-,-,1010.0,-,-,28.30,13.1
4764,20131214:0000,99,7.6,207,0.0,16.4,25.2,6.0,0.5,13.4,-,20.6,-,-,-,1013.7,-,-,32.66,12.6
4764,20131215:0000,37,7.5,230,0.0,16.1,21.5,11.7,6.8,14.4,-,20.2,-,-,-,1014.0,-,-,16.19,12.2
4764,20131216:0000,143,9.0,208,1.6,16.1,22.3,12.1,9.8,14.3,-,19.6,-,-,-,1008.6,-,-,16.35,12.0
4764,20131217:0000,208,8.2,188,13.5,11.5,14.9,8.4,8.2,11.5,-,17.5,-,-,-,1014.2,-,-,9.37,15.4
4764,20131218:0000,221,18.4,238,5.1,14.2,23.8,6.6,1.2,11.4,-,18.2,-,-,-,1009.9,-,-,29.36,16.1
4764,20131219:0000,159,8.8,185,2.9,11.4,16.7,8.1,7.3,10.3,-,18.3,-,-,-,1015.9,-,-,21.53,17.0
4764,20131220:0000,14,10.1,290,0.0,15.3,25.6,4.7,-1.2,12.4,-,18.7,-,-,-,1012.8,-,-,30.24,16.6
4764,20131221:0000,337,14.8,353,4.8,14.2,21.1,6.1,7.0,9.8,-,17.8,-,-,-,1003.7,-,-,8.03,16.9
4764,20131222:0000,123,9.3,222,0.5,10.8,16.5,5.1,3.2,9.0,-,17.6,-,-,-,1014.1,-,-,30.23,18.9
4764,20131223:0000,132,9.0,188,0.1,13.2,22.6,3.8,-1.4,10.6,-,18.6,-,-,-,1013.0,-,-,28.12,17.8
4764,20131224:0000,13,14.0,230,0.1,16.7,24.7,10.7,9.8,13.4,-,18.8,-,-,-,1000.1,-,-,16.09,17.1
4764,20131225:0000,194,9.3,195,18.0,14.2,19.9,10.2,4.6,12.9,-,17.8,-,-,-,1000.6,-,-,10.36,17.6
4764,20131226:0000,240,11.0,336,6.9,12.4,16.6,9.5,9.5,13.4,-,17.2,-,-,-,1011.6,-,-,11.27,22.4
4764,20131227:0000,112,6.9,198,3.3,13.3,17.2,10.2,9.4,13.0,-,18.0,-,-,-,1016.6,-,-,14.43,23.4
